run_ts,processed_at,lat_ms,mode,freq_mhz,snr_sp_raw,rel_sp_float,snr_lp_raw,rel_lp_float,bw_correction,source_bw_hz,mode_bw_hz,path_km_sp,path_km_lp,engine,foF2,MUFD,noise_floor_dbw,tx_power_w,ant_tx,ant_rx,dropped_sp,dropped_lp
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,694,FT8,21.074,-28,9,0,0,0,,50,7049.384158,33025.615842,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:56Z,743,FT8,21.074,-100,0,0,0,0,,50,6361.327664,33713.672336,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,393,FT8,21.074,60,100,39,100,0,,50,15465.581139,24609.418861,ITURHFProp,,,,50,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,403,FT8,21.074,52,100,50,100,0,,50,15853.268539,24221.731461,ITURHFProp,,,,50,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,393,FT8,21.074,49,100,50,100,0,,50,14418.682695,25656.317305,ITURHFProp,,,,50,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,230,FT8,21.074,-100,0,0,0,0,,50,3471.171223,36603.828777,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,222,FT8,21.074,-100,0,0,0,0,,50,5299.488829,34775.511171,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,246,FT8,21.074,-100,0,0,0,0,,50,6969.06943,33105.93057,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,231,FT8,21.074,-33,1,0,0,0,,50,8016.270987,32058.729013,ITURHFProp,,,,50,,,,lp_selective_blocked
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,400,FT8,21.074,51,100,49,100,0,,50,13125.267824,26949.732176,ITURHFProp,,,,50,,,,
2025-09-11T00:02:00Z,2025-09-11T00:02:57Z,440,FT8,21.074,60,100,36,100,0,,50,11373.589428,28701.410572,ITURHFProp,,,,50,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,651,SSB,14.31,-22,0,-10,0,0,,2400,13515.49046,26559.50954,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,622,SSB,14.31,-7,0,0,0,0,,2400,7840.555048,32234.444952,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,491,SSB,14.31,7,8,-9,0,0,,2400,14145.91713,25929.08287,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,600,SSB,14.31,-10,0,0,0,0,,2400,7194.814239,32880.185761,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,539,SSB,14.31,22,79,0,0,0,,2400,4601.038188,35473.961812,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,667,SSB,14.31,-2,0,-17,0,0,,2400,9000.305454,31074.694546,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,564,SSB,14.31,-13,0,0,0,0,,2400,5726.651298,34348.348702,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,482,SSB,14.31,-37,0,0,0,0,,2400,7085.515603,32989.484397,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,466,SSB,14.31,-12,0,-17,0,0,,2400,11099.234459,28975.765541,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:35Z,500,SSB,14.31,-30,0,-6,0,0,,2400,14829.374233,25245.625767,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:36Z,212,SSB,14.31,-1,0,0,0,0,,2400,8065.268175,32009.731825,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:36Z,241,SSB,14.31,-16,0,0,0,0,,2400,6737.894999,33337.105001,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:36Z,218,SSB,14.31,11,26,0,0,0,,2400,6584.39904,33490.60096,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:36Z,239,SSB,14.31,32,91,0,0,0,,2400,2856.987036,37218.012964,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:36Z,382,SSB,14.31,9,9,-23,0,0,,2400,13068.976131,27006.023869,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:36Z,401,SSB,14.31,-18,0,-22,0,0,,2400,10568.751524,29506.248476,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:40Z,333,CW,14.037,-3,65,0,0,0,,250,8190.125124,31884.874876,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:40Z,315,CW,14.037,36,100,0,0,0,,250,5522.321807,34552.678193,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:40Z,527,CW,14.037,-16,0,0,77,0,,250,10861.387722,29213.612278,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:40Z,563,CW,14.037,-3,64,9,91,0,,250,9704.480139,30370.519861,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:40Z,542,CW,14.037,5,82,-30,0,0,,250,10296.416348,29778.583652,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:40Z,476,CW,14.037,7,85,-36,0,0,,250,9777.118781,30297.881219,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,454,CW,14.037,-3,64,-21,0,0,,250,9308.57862,30766.42138,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,536,CW,14.037,-14,0,20,100,0,,250,14792.717385,25282.282615,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,530,CW,14.037,-25,0,4,83,0,,250,12087.741964,27987.258036,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,534,CW,14.037,-11,7,1,78,0,,250,10416.68532,29658.31468,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,395,CW,14.037,27,100,-12,8,0,,250,15767.128273,24307.871727,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,267,CW,14.037,50,100,0,0,0,,250,2500.067975,37574.932025,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,240,CW,14.037,-5,59,0,0,0,,250,7953.67075,32121.32925,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,365,CW,14.037,6,84,-31,0,0,,250,9244.2323,30830.7677,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,409,CW,14.037,9,85,-33,0,0,,250,10563.170806,29511.829194,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:41Z,411,CW,14.037,21,99,-49,0,0,,250,9327.243822,30747.756178,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,682,SSB,14.287,-24,0,-9,0,0,,2400,10861.387722,29213.612278,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,697,SSB,14.287,-12,0,0,0,0,,2400,9704.480139,30370.519861,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,499,SSB,14.287,-22,0,10,23,0,,2400,14792.717385,25282.282615,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,586,SSB,14.287,-14,0,0,0,0,,2400,8190.125124,31884.874876,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,652,SSB,14.287,-5,0,-38,0,0,,2400,10296.416348,29778.583652,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,520,SSB,14.287,-20,0,-8,0,0,,2400,10416.68532,29658.31468,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,674,SSB,14.287,-4,0,-44,0,0,,2400,9777.118781,30297.881219,ITURHFProp,,,,100,,,,
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,613,SSB,14.287,26,89,0,0,0,,2400,5522.321807,34552.678193,ITURHFProp,,,,100,,,,lp_selective_blocked
2025-09-11T00:03:00Z,2025-09-11T00:03:51Z,562,SSB,14.287,-14,0,-30,0,0,,2400,9308.57862,30766.42138,ITURHFProp,,,,100,,,,
